id,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,package,promotion_last_5years,division,salary,satisfaction_level
4037,0.64,5,189.34,3,0,e,0,product_mng,medium,0.87
5671,0.96,5,190.3,3,0,e,0,sales,medium,0.75
9459,0.9,3,162.02,3,1,a,0,marketing,medium,0.648
1352,1,5,247.1,5,0,d,0,support,medium,0.736
7126,0.78,2,189,2,0,a,0,sales,low,0.929
354,0.88,6,220.81,5,0,d,0,support,low,0.329
7986,0.67,4,269.77,2,0,c,0,support,medium,0.594
4893,0.79,4,263.63,2,1,c,0,sales,medium,0.895
12515,1,5,219.66,6,1,d,0,technical,low,0.888
5251,0.49,4,267.09,3,0,a,0,IT,medium,0.503
6695,0.47,6,217.07,4,0,c,0,support,low,0.956
11846,0.63,5,231.32,3,1,a,0,marketing,low,0.761
8659,0.86,4,266.75,3,0,e,0,hr,medium,0.672
6211,0.71,4,221.09,3,0,e,0,accounting,medium,0.573
3623,0.91,3,151.09,2,1,a,0,technical,medium,0.524
14256,0.74,3,182.25,4,0,b,0,technical,low,0.845
6265,0.54,4,181.75,4,0,c,0,marketing,low,0.993
12726,0.46,2,153.02,3,1,b,0,technical,medium,0.453
1836,0.59,2,265.68,4,0,d,0,technical,low,0.611
7645,0.86,4,261.81,2,0,e,0,sales,medium,0.592
14495,0.48,2,145.78,3,0,b,0,support,low,0.382
4355,0.98,3,165.12,2,0,c,0,support,medium,0.756
1830,0.5,2,152.63,3,0,d,0,RandD,medium,0.401
8191,0.39,2,268.98,3,0,a,0,sales,low,0.607
5759,0.83,5,220.03,3,0,e,0,hr,low,0.55
11550,0.6,4,259.89,3,0,a,0,sales,medium,0.626
9297,0.58,3,264.96,3,0,a,0,IT,medium,0.899
2572,0.65,5,156.73,2,0,e,0,support,medium,0.678
13330,0.35,3,168.09,5,0,a,0,sales,low,0.186
14145,0.51,5,194.49,4,0,a,0,IT,low,0.887
2339,0.51,5,172.45,4,0,e,0,support,medium,0.128
13586,0.93,5,167.99,3,0,e,0,sales,medium,1
10658,0.77,4,277.51,3,0,c,0,support,low,0.635
3903,0.79,3,205.04,2,0,e,0,sales,low,0.784
12463,0.85,4,274.71,5,0,d,0,management,low,0.803
11259,0.64,4,202.88,10,1,e,0,management,medium,0.558
12502,0.87,7,284.36,5,0,b,0,technical,low,0.109
4120,0.55,4,154.17,3,0,c,0,RandD,medium,0.969
9141,0.75,3,221.84,3,0,c,0,technical,low,0.693
13783,0.66,4,224.24,10,0,a,0,IT,low,0.944
316,0.48,2,135.89,3,0,d,0,sales,low,0.431
7585,0.9,3,286.24,3,0,c,0,accounting,low,0.739
12029,0.5,2,133.59,3,0,d,0,accounting,low,0.378
1980,0.79,6,302.68,5,0,d,0,RandD,medium,0.102
13065,0.72,3,180.94,3,0,c,0,sales,medium,0.587
14097,0.61,4,186.67,3,0,e,0,product_mng,low,0.867
2813,0.98,4,256.82,3,0,e,0,IT,low,0.904
7386,0.59,5,182.69,4,0,a,0,technical,high,0.694
2009,0.64,4,268.31,3,0,a,0,sales,low,0.744
11500,0.35,2,193.5,3,0,e,0,sales,low,0.488
3008,0.61,4,210.47,3,0,c,0,accounting,low,0.597
12885,0.79,3,221.66,3,0,c,0,product_mng,high,0.718
6994,0.55,4,232.92,2,0,c,0,support,medium,0.71
7793,0.73,3,274.47,2,0,c,0,sales,medium,0.897
10189,0.59,5,224.04,3,0,a,0,technical,low,0.948
5016,0.46,5,179.08,6,0,a,0,support,medium,0.764
10641,0.58,3,202.11,2,0,c,0,hr,high,0.928
9978,0.78,4,176.9,2,0,c,0,support,medium,0.919
1986,0.83,5,243.3,5,0,b,0,accounting,medium,0.834
12670,0.94,6,246.38,4,0,b,0,management,low,0.108
6661,0.7,3,250.6,3,0,a,0,sales,low,0.934
13304,0.63,5,112.59,5,0,c,0,management,medium,0.453
5429,0.61,5,190.82,4,0,c,0,sales,medium,0.573
6930,0.78,3,223.22,3,0,a,0,management,low,0.577
1825,0.92,5,279.44,6,0,d,0,product_mng,medium,0.822
146,0.92,4,238.28,5,0,d,0,product_mng,low,0.759
13553,0.64,5,124.38,2,0,a,0,product_mng,low,0.588
7029,0.61,6,238.41,5,0,a,0,marketing,high,0.218
13779,0.68,3,212.83,8,0,a,0,product_mng,low,0.568
13968,0.77,3,262.32,7,1,c,1,management,high,0.723
7111,0.95,6,203.66,3,1,c,0,sales,medium,0.707
212,1,5,220.02,5,0,d,0,technical,low,0.876
1476,0.96,5,230.04,5,0,b,0,sales,high,0.786
6628,0.97,4,167.66,5,0,e,0,product_mng,low,0.491
98,0.97,6,284.12,4,0,b,0,sales,low,0.111
1806,0.57,2,144.8,3,0,b,0,support,low,0.448
8544,0.9,2,203.71,2,0,c,0,IT,medium,0.692
397,0.79,6,295.98,5,0,d,0,sales,low,0.089
4164,0.89,4,219.91,4,0,c,0,technical,high,0.863
9430,0.9,3,255.6,2,0,c,0,technical,low,0.967
1055,0.8,7,292.77,5,0,d,0,IT,low,0.09
7700,0.97,5,242.77,3,0,e,0,product_mng,low,0.594
13852,0.7,4,161.88,5,0,a,0,management,low,0.221
269,0.85,6,138.75,6,0,b,0,technical,medium,0.389
14135,0.82,4,189.52,3,0,e,0,sales,low,0.94
3811,0.61,3,163.65,3,0,e,0,RandD,medium,0.954
6026,0.46,2,131.14,2,0,a,0,RandD,high,0.492
7252,0.58,4,147.77,2,0,a,0,marketing,medium,0.676
5893,0.64,4,136.34,2,0,c,0,sales,medium,0.693
800,0.96,4,251.6,6,0,d,0,technical,low,0.918
9002,0.9,3,147.18,3,1,e,0,RandD,medium,0.903
229,0.98,5,240.57,6,0,d,0,marketing,low,0.779
9675,0.73,4,161.83,6,0,c,0,technical,low,0.533
12190,0.8,7,284.91,5,0,d,0,technical,low,0.095
11021,0.91,4,225.22,3,0,c,0,sales,medium,0.572
11368,0.67,3,268.89,2,0,e,0,sales,medium,0.564
14201,0.5,4,214.33,7,0,a,0,product_mng,medium,0.499
3017,0.78,4,155.86,3,1,c,0,technical,low,0.992
9960,0.79,5,222.31,2,0,e,0,technical,low,0.504
12797,0.93,4,264.31,3,1,c,0,support,medium,0.895
8978,0.59,3,266.89,3,0,e,0,support,low,0.485
12821,0.57,4,172.53,5,0,a,0,accounting,medium,0.189
2221,0.81,4,233.56,3,0,a,0,sales,medium,0.768
6012,0.94,5,273.23,4,0,a,0,technical,medium,0.18
7237,1,4,196.21,3,0,c,0,IT,low,0.647
14015,0.88,3,255.12,2,0,a,0,sales,low,0.639
10835,0.61,3,251.51,3,1,c,0,RandD,low,0.843
8973,0.8,4,157.74,4,0,c,0,technical,low,0.846
11556,0.79,5,249.21,3,0,e,0,sales,medium,0.562
6019,0.48,4,269,3,0,e,0,IT,medium,0.496
5932,0.63,4,161.98,2,0,a,0,support,medium,0.855
2586,0.74,4,221.16,4,0,e,0,product_mng,low,0.795
2818,0.89,2,101.54,6,0,a,0,IT,low,0.644
3427,0.53,3,185.47,2,0,a,0,product_mng,low,0.73
14312,0.52,2,148.21,3,0,b,0,sales,medium,0.356
14636,0.51,2,136.07,3,0,d,0,technical,medium,0.418
12395,0.46,2,129.23,3,0,d,0,sales,low,0.46
6595,0.96,3,251.41,3,0,e,0,hr,medium,0.954
13657,0.7,3,132.06,3,0,c,0,product_mng,low,0.309
3078,0.59,5,173.76,3,0,a,0,sales,medium,0.93
13885,0.76,5,202.2,10,1,a,0,sales,medium,0.942
4173,0.53,3,170.33,3,0,c,0,support,low,0.738
6531,0.89,3,201.96,3,0,c,0,technical,medium,0.611
9491,0.42,4,141.62,2,0,a,0,sales,low,0.452
10910,0.5,4,130.36,3,0,a,0,RandD,medium,0.501
449,0.91,5,239.01,5,0,b,0,product_mng,low,0.808
7382,0.71,5,254.27,2,1,a,0,support,high,0.545
1935,0.45,2,140.95,3,0,b,0,sales,medium,0.396
995,0.46,2,145.34,3,0,b,0,management,low,0.384
6222,0.62,5,201.36,2,0,c,0,technical,low,0.777
1548,0.99,4,261.26,6,0,d,0,sales,medium,0.898
53,0.54,2,133.27,3,0,b,0,support,low,0.399
12437,0.52,2,161,3,0,d,0,support,low,0.425
2350,0.52,3,167.61,2,1,a,0,IT,low,0.841
11471,0.66,3,209.86,2,0,e,0,sales,low,0.845
4934,0.82,3,233.84,2,0,a,0,support,medium,0.683
12004,0.53,2,160.72,3,0,d,0,sales,low,0.372
10881,0.95,5,136.75,3,0,e,0,technical,low,0.501
13656,0.62,5,260.38,2,0,e,0,product_mng,high,0.514
3094,0.63,3,231.59,3,0,a,0,technical,low,0.753
12854,0.78,3,269.85,3,1,a,0,technical,high,0.91
3928,0.91,5,139.87,3,1,e,0,technical,medium,0.702
6769,0.51,4,174.32,3,0,c,0,support,low,0.625
14029,0.6,3,210.14,2,0,e,0,sales,low,0.657
3466,0.87,3,206.54,4,0,c,0,hr,low,0.87
5680,0.73,3,140.47,5,1,c,0,hr,medium,0.91
9889,0.76,3,264.76,3,0,a,0,technical,medium,0.593
12307,0.8,5,288.33,4,0,b,0,sales,low,0.106
9874,0.83,2,266.8,2,0,c,0,sales,low,0.518
11313,0.59,4,214.18,3,1,c,0,technical,low,0.497
3595,0.97,6,273.44,2,0,c,0,sales,low,0.33
9291,0.65,4,266.62,3,0,c,0,technical,low,0.579
183,0.81,6,285.77,4,0,d,0,accounting,medium,0.106
2633,0.6,3,212.42,2,0,a,0,technical,low,0.774
5875,1,6,179.62,5,0,e,0,RandD,low,0.788
11823,0.55,4,147.87,4,0,e,1,marketing,medium,0.678
3027,0.96,5,97.08,3,0,e,0,support,medium,0.33
11252,0.45,4,147.16,2,0,a,0,product_mng,medium,0.767
6009,0.81,4,185.38,2,0,a,0,support,medium,0.705
595,0.87,5,265.12,4,0,d,0,IT,low,0.088
2484,0.89,4,240.32,3,0,a,0,technical,medium,0.933
3652,0.62,3,169.7,3,0,c,0,product_mng,medium,0.848
3881,0.67,5,141.25,2,0,e,0,product_mng,medium,0.878
277,0.89,5,230.61,6,0,b,0,support,low,0.741
4677,0.75,4,254.43,2,0,a,0,sales,low,0.583
9712,0.71,6,225.37,6,0,c,0,sales,high,0.869
2430,0.53,3,201.67,3,1,c,0,product_mng,low,0.933
4383,0.68,5,149,3,0,e,0,hr,medium,0.189
12306,0.46,2,149.59,3,0,d,0,marketing,high,0.37
14960,0.86,5,257.49,5,0,b,0,sales,low,0.826
9990,0.8,4,199.15,4,0,c,0,product_mng,low,0.735
11475,0.64,3,266.78,3,0,c,0,product_mng,medium,0.662
9139,0.67,4,227.2,3,0,e,0,technical,low,0.687
1282,0.8,4,220.84,5,1,b,0,IT,low,0.813
3871,0.51,4,231.02,2,0,c,0,technical,low,0.563
9216,0.63,5,157.41,3,0,a,0,technical,medium,0.914
5796,0.86,4,180.85,2,0,c,0,IT,low,0.623
12703,0.54,2,160.21,3,0,d,0,sales,low,0.436
8755,0.51,3,225.56,4,0,a,0,support,medium,0.943
12031,0.57,2,135.39,3,0,d,0,hr,low,0.446
215,0.51,2,155.65,3,0,d,0,IT,low,0.359
12632,0.89,6,261.96,5,0,b,0,sales,low,0.097
7020,0.73,3,139.05,3,0,a,0,RandD,medium,0.624
9534,0.5,3,217.8,2,1,c,0,IT,low,0.967
7482,0.73,4,133.79,2,0,c,0,accounting,medium,0.6
4777,0.58,4,142.18,3,1,e,0,technical,medium,0.625
9627,0.86,2,264.64,4,0,e,0,sales,medium,0.954
13975,0.65,3,235.63,10,0,e,0,technical,low,0.794
10600,0.93,4,220.65,3,0,c,0,product_mng,low,0.629
10184,0.87,3,139.86,6,1,c,0,hr,low,0.197
10945,0.42,5,210.65,5,0,e,0,accounting,low,0.24
5533,0.56,5,270.54,2,0,c,0,technical,low,0.443
10765,0.59,4,138.47,4,0,e,0,technical,high,0.492
6437,0.63,4,261.24,2,0,a,0,sales,medium,0.531
1183,0.77,6,264.57,4,0,d,0,technical,low,0.111
4964,0.72,3,232.07,4,0,a,0,technical,medium,0.648
841,0.85,6,300.12,4,0,b,0,support,medium,0.116
8076,0.83,4,160.18,3,0,c,0,IT,high,0.788
3519,0.87,5,276.13,2,1,c,0,sales,low,0.636
13972,0.83,4,273.66,10,0,a,0,sales,medium,0.885
8842,0.64,3,164.07,3,0,e,0,IT,medium,0.898
2096,1,4,256.74,3,0,c,0,technical,medium,0.859
6599,0.63,5,133.41,3,0,e,0,technical,medium,0.985
6602,0.64,5,171.31,3,0,c,0,technical,medium,1
3505,0.56,4,267.91,2,0,e,0,RandD,low,0.506
13375,0.67,4,132.94,4,0,a,0,IT,medium,0.902
7280,0.81,3,157.89,2,0,a,0,accounting,low,0.605
4987,0.62,3,220.93,3,0,c,0,sales,low,0.591
9815,0.58,4,229.57,2,1,c,0,technical,medium,0.994
6691,0.73,4,253.31,4,0,c,0,support,low,0.144
13942,0.82,4,135.06,3,0,a,1,sales,low,0.77
11042,0.89,4,208.15,2,1,c,0,technical,low,0.969
14861,0.44,2,136.22,3,0,d,0,technical,medium,0.382
8237,0.88,5,141.79,3,1,e,0,IT,low,0.596
7987,0.76,6,238.87,5,0,c,0,support,high,0.342
14652,0.79,2,152.5,4,0,d,0,technical,low,0.366
849,0.94,6,296.11,3,0,d,0,sales,medium,0.543
13707,0.85,3,266.64,7,0,c,0,sales,low,0.318
4102,0.6,3,147.41,6,1,e,0,technical,medium,0.145
14161,0.88,4,243.86,3,0,c,0,sales,low,0.492
13998,0.9,3,207.79,2,0,a,0,management,high,0.574
14204,0.5,4,254.94,10,0,e,1,management,high,0.643
14395,0.55,2,143.45,3,0,d,0,hr,medium,0.364
3494,0.93,4,249.09,2,0,a,0,management,medium,0.923
14751,0.55,2,129.54,3,0,b,0,marketing,high,0.448
3118,0.77,3,165.91,3,0,c,0,IT,medium,0.513
3490,0.95,4,163.24,3,0,a,0,support,low,0.71
4367,0.53,3,210.92,4,1,c,0,sales,low,0.833
2549,0.82,4,218.65,3,0,e,0,hr,low,0.641
8687,0.73,5,222.57,3,0,e,0,IT,medium,0.901
4598,0.54,4,180.52,5,0,e,0,sales,high,0.949
1119,0.49,2,139.16,3,0,b,0,support,medium,0.429
3120,0.59,5,159.39,4,0,a,0,product_mng,low,0.814
4956,0.57,4,164.28,3,0,a,0,RandD,low,0.678
12747,0.51,2,131.66,3,0,d,0,IT,low,0.43
237,0.46,2,135.96,3,0,d,0,marketing,low,0.435
3044,0.9,3,262.33,2,1,e,0,product_mng,low,0.711
10379,0.85,4,272.66,3,0,a,0,RandD,low,0.602
1027,0.9,6,288.45,4,0,b,0,technical,low,0.091
8315,0.78,3,217.42,3,0,e,0,RandD,high,0.33
11302,0.5,4,157.78,3,0,c,0,sales,low,0.651
2098,0.74,5,132.32,3,0,c,0,technical,medium,0.762
7033,0.61,3,133.19,4,0,a,0,sales,medium,0.685
7915,0.93,5,209.46,3,0,c,0,support,medium,0.746
1040,0.89,6,308.78,4,0,d,0,support,medium,0.107
5089,0.96,4,207.81,3,1,a,0,support,medium,0.846
13085,0.93,5,159.08,3,0,e,0,technical,low,0.907
33,0.55,2,141.31,3,0,d,0,hr,low,0.439
1416,0.84,6,296.36,4,0,d,0,technical,low,0.108
8479,0.72,5,179.34,2,0,c,0,management,low,0.72
13354,0.65,2,275.33,3,1,c,0,technical,high,0.33
6199,0.51,4,272.45,2,0,c,0,sales,low,0.816
4807,0.58,4,182.39,3,0,c,0,RandD,low,0.524
375,0.99,5,263.26,5,0,b,0,product_mng,medium,0.738
1268,0.56,2,135.12,3,0,d,0,support,low,0.355
4687,0.71,4,178.46,2,0,e,0,hr,high,0.869
2467,0.75,4,139.98,3,0,a,0,sales,low,0.843
4203,0.69,3,100.75,6,0,e,0,technical,medium,0.568
276,0.97,6,268.3,4,1,d,0,support,low,0.091
6940,0.73,5,202.97,2,0,e,0,IT,medium,0.606
7557,0.62,3,162.97,3,0,a,0,sales,low,0.951
1851,0.53,2,146.42,3,0,b,0,sales,low,0.45
12651,0.89,6,269.41,4,0,d,0,technical,medium,0.089
10219,0.9,4,224.34,2,0,c,0,product_mng,low,0.758
10937,0.59,5,235.89,3,1,e,1,sales,medium,0.914
14297,0.85,5,233.41,3,0,d,0,sales,low,0.173
5535,0.81,4,239.93,2,0,e,0,technical,low,0.951
1971,0.46,2,138.98,3,1,d,0,IT,medium,0.417
6407,0.58,2,246.94,2,1,c,0,RandD,medium,0.771
8660,0.56,3,159.7,3,0,a,0,hr,medium,0.849
7133,0.55,4,256.2,6,0,e,0,hr,low,0.674
12392,1,4,263.6,5,0,d,0,sales,low,0.841
6000,0.97,5,223.33,3,1,c,0,support,low,0.72
11624,0.48,5,264.17,7,0,c,0,IT,medium,0.777
7957,0.77,2,109.05,4,0,c,0,sales,high,0.507
11163,0.75,4,193.08,3,0,a,0,IT,medium,0.777
11955,0.76,2,257.32,7,0,c,0,sales,low,0.828
6321,0.75,4,133.87,2,0,a,0,IT,medium,0.671
10465,0.8,3,111.54,2,0,c,0,sales,low,0.756
10828,0.69,2,134.93,3,0,c,0,product_mng,low,0.622
12197,0.91,6,289.19,4,0,b,0,technical,low,0.106
6982,0.54,6,112.56,3,0,c,0,technical,medium,0.74
6968,0.97,4,211.22,2,0,a,0,sales,medium,0.85
3097,0.71,3,209.4,3,0,c,0,technical,low,0.727
13478,0.62,3,110.78,3,0,a,0,product_mng,low,0.702
9644,0.61,3,254.06,2,0,c,0,sales,low,0.847
5723,0.62,4,221.3,2,0,c,0,RandD,low,0.88
13508,0.59,4,276.29,10,0,e,0,sales,medium,0.13
13098,0.84,4,267.29,3,0,c,0,support,low,0.839
10564,0.89,5,182.62,2,0,c,0,hr,low,0.738
13154,0.74,3,150.75,2,0,a,0,accounting,medium,0.917
10378,0.48,5,100.18,4,0,c,0,RandD,low,0.697
6812,0.64,3,156.38,2,0,c,0,sales,low,0.77
9614,0.47,5,174.86,3,0,a,0,accounting,high,0.763
12220,0.83,6,288.58,4,0,d,0,product_mng,low,0.107
487,0.99,4,192.97,4,0,d,0,accounting,low,0.189
8730,0.87,4,156.94,2,1,e,0,accounting,medium,0.716
11087,0.86,4,170.77,6,0,c,0,IT,medium,0.547
5972,0.61,3,254.03,2,0,e,0,sales,medium,0.845
14895,0.57,2,128.64,3,0,b,0,sales,medium,0.43
12358,0.62,6,134.92,5,0,d,0,support,low,0.316
9672,0.81,3,150.59,2,0,c,0,support,low,0.938
8250,0.68,5,162.72,5,0,e,0,marketing,low,0.713
5423,0.69,3,175.64,3,0,a,0,technical,low,0.936
12237,0.45,2,136.2,3,0,d,0,marketing,low,0.435
10542,1,2,211.01,3,1,c,0,sales,medium,0.327
12856,0.51,5,193.12,3,1,e,0,technical,low,0.783
10539,0.75,4,153.4,2,1,a,0,marketing,low,0.823
2667,0.88,3,153.29,2,0,e,0,RandD,low,0.546
6439,0.93,5,252.06,4,0,e,0,accounting,medium,0.191
1735,0.46,2,161.33,3,0,b,0,support,low,0.378
10432,0.52,4,140.28,3,0,c,0,support,medium,0.727
5066,0.48,3,163.8,4,0,e,0,accounting,low,0.494
4773,0.57,5,190.48,2,1,c,0,technical,medium,0.845
2186,0.54,3,147.76,3,0,a,0,support,low,0.842
9653,0.82,5,192.66,4,0,e,0,technical,medium,0.821
14546,0.48,2,151.97,3,0,d,0,accounting,medium,0.449
7885,0.6,3,266.04,2,1,e,0,sales,high,0.721
5736,0.89,3,223.13,3,0,c,0,sales,low,0.717
13960,0.88,4,240.27,8,0,e,0,product_mng,medium,0.483
11887,0.58,3,241.55,3,0,c,0,product_mng,low,0.963
8869,0.5,4,232.36,3,0,c,0,sales,high,0.918
12243,0.5,2,129.38,3,0,d,0,sales,low,0.411
13083,0.42,4,258.13,5,0,a,0,hr,low,0.192
1157,0.52,2,143.11,3,1,d,0,sales,medium,0.424
611,0.52,2,126.86,3,0,b,0,sales,medium,0.389
6998,0.78,3,186.55,3,0,c,0,support,medium,0.538
3658,0.74,4,234.93,3,0,e,0,RandD,high,0.769
2937,0.7,4,195.62,2,0,c,0,technical,low,0.918
8032,0.71,3,230.51,3,1,e,0,sales,medium,0.577
9929,0.58,5,206.07,2,1,a,0,management,medium,0.926
8472,0.47,4,278.44,5,0,c,0,RandD,medium,0.234
3481,0.6,3,180.64,4,0,a,0,support,low,0.662
14347,0.84,6,283.5,4,1,d,0,technical,low,0.101
3779,0.6,5,175.07,3,0,e,0,technical,medium,0.505
999,0.49,2,132.13,3,0,b,0,sales,medium,0.363
2261,0.54,4,260.08,5,0,e,0,support,medium,0.83
13439,0.64,3,268.73,3,0,c,0,technical,low,0.71
8960,0.56,3,166.03,4,0,e,0,accounting,medium,0.768
3066,0.7,3,161.29,2,0,c,0,sales,medium,0.934
14436,0.98,4,259.9,5,0,d,0,accounting,low,0.901
4044,0.77,4,231.62,3,1,c,0,RandD,high,0.938
3512,0.93,3,214.64,3,0,a,0,accounting,low,0.519
7780,0.59,4,138.32,2,0,a,0,RandD,low,0.311
6587,0.72,5,260,3,0,e,0,sales,low,0.737
13963,0.57,3,208.67,3,0,e,0,product_mng,medium,0.784
5815,0.69,6,219,5,0,a,0,sales,low,0.942
2458,0.76,4,169.8,5,0,a,0,sales,low,0.183
12968,0.99,3,243.57,3,0,c,0,RandD,low,0.723
6267,0.7,5,201.86,6,0,e,0,sales,low,0.658
12337,0.51,2,139.97,3,0,d,0,hr,medium,0.442
6195,0.74,3,227.56,3,0,a,0,sales,low,0.893
5132,0.53,5,149.44,3,1,e,0,sales,medium,0.969
12588,0.9,5,259.32,5,0,d,0,support,low,0.861
7831,0.43,2,198.93,2,0,e,0,support,medium,0.435
11905,0.84,6,286.35,7,0,e,0,sales,medium,0.204
3408,0.74,4,248.48,3,0,c,0,support,low,0.558
12867,0.88,4,221.31,3,1,c,0,support,low,0.623
2086,0.87,4,244.08,5,0,a,0,sales,low,0.121
1381,0.83,5,221.61,5,0,d,0,marketing,low,0.908
12929,0.5,5,138.17,3,0,a,0,hr,medium,0.965
10873,0.71,4,268.32,3,0,a,0,technical,low,0.619
12744,0.52,2,135.89,3,0,d,0,technical,low,0.391
8362,0.94,4,167.83,6,0,e,0,technical,medium,0.748
10073,0.86,5,258.63,4,1,c,0,accounting,high,0.219
1900,0.99,5,217.72,6,0,d,0,product_mng,medium,0.774
7119,0.79,2,109.33,3,0,c,0,sales,low,0.461
10808,0.48,4,185.2,2,0,c,0,support,low,0.264
13985,0.6,3,266.32,4,0,a,0,sales,low,0.65
6564,0.89,2,202.41,3,0,e,0,accounting,high,0.881
5717,0.56,5,106.09,6,0,e,0,product_mng,medium,0.587
12422,1,5,257.76,5,0,b,0,technical,medium,0.863
14876,0.97,7,306.13,4,0,d,0,marketing,low,0.098
13704,0.64,3,203.61,3,0,c,0,sales,low,0.507
1695,0.96,5,273.25,5,0,d,0,sales,low,0.779
2544,0.86,3,269.3,2,0,e,0,sales,low,0.578
1276,0.54,2,140.73,3,0,d,0,support,medium,0.437
1734,0.88,7,276.52,4,0,d,0,support,low,0.119
12989,0.98,3,258.6,3,0,e,1,sales,medium,0.918
13884,0.6,3,189.83,3,0,e,0,marketing,high,0.932
5705,0.58,5,261.16,2,0,a,0,support,medium,0.901
11230,0.84,4,143.56,10,0,a,0,technical,high,0.993
11338,0.65,4,214.65,2,1,c,0,IT,low,0.935
12840,0.5,3,197.69,3,0,c,0,sales,medium,0.395
5636,0.92,4,175.53,2,0,a,0,IT,medium,0.972
14811,0.98,5,259.96,6,0,d,0,product_mng,low,0.763
1760,0.54,2,140.85,3,0,d,0,technical,low,0.357
13288,0.56,4,149.11,2,0,a,0,IT,medium,0.971
9016,0.89,4,194.63,3,0,e,0,sales,low,0.826
5166,0.9,3,152.1,4,0,e,0,support,medium,0.793
9005,0.5,5,150.29,5,1,a,0,RandD,medium,0.567
10579,0.79,4,234.16,3,0,a,0,support,low,0.517
1387,0.5,2,137.77,3,0,b,0,sales,medium,0.395
10400,0.53,3,186.67,4,0,a,0,sales,medium,0.825
8535,0.74,3,231.78,2,0,e,0,IT,medium,0.504
11288,0.77,3,175.42,6,0,c,0,sales,medium,0.687
11458,0.38,2,179.75,5,0,e,1,support,low,0.709
565,0.58,3,293.71,4,0,b,0,hr,low,0.792
11616,0.39,3,158.41,8,1,a,0,marketing,low,0.623
6189,0.91,6,283.17,3,0,c,0,marketing,low,0.145
7878,0.63,3,213.23,2,1,e,0,sales,medium,0.795
5509,0.93,5,143.6,2,1,c,0,sales,medium,0.965
358,0.62,6,135.9,5,0,b,0,support,low,0.312
3879,0.87,5,257.91,3,0,c,0,IT,medium,0.878
6214,0.59,3,200.95,2,1,a,0,hr,medium,0.636
11018,0.86,4,214.58,5,0,c,0,sales,medium,0.32
11496,0.85,3,267.2,7,0,c,0,sales,low,0.311
9313,0.97,4,157.67,3,0,e,0,support,medium,1
7388,0.65,3,141.76,4,0,a,0,management,high,0.58
4031,0.73,4,204.26,4,0,e,0,IT,low,0.581
11356,0.7,4,224.75,3,0,c,0,sales,low,0.53
1158,0.85,4,217.56,2,1,d,0,sales,medium,0.574
4851,0.59,3,176.14,3,0,a,0,technical,medium,0.306
817,0.87,6,264.75,4,0,d,0,support,medium,0.109
11097,0.65,3,188.86,3,0,c,0,management,medium,0.565
14480,0.87,6,142.1,6,0,d,0,technical,medium,0.382
6873,0.96,5,223.49,2,0,c,0,support,high,0.738
4320,0.56,5,188.39,3,0,a,0,technical,medium,0.534
2726,0.73,6,225.67,5,0,c,0,support,medium,0.163
14969,0.46,2,159.79,3,0,d,0,sales,medium,0.436
3105,0.7,5,146.98,6,1,c,0,support,medium,0.234
10588,0.64,4,213.13,3,0,c,0,support,medium,0.809
9428,0.83,4,220.89,3,0,a,0,technical,low,0.857
11788,0.56,2,230.04,5,1,a,0,management,high,0.819
5167,0.93,5,152.16,2,0,e,0,support,high,0.884
12591,0.67,2,256.82,3,0,d,0,technical,low,0.657
12247,0.5,2,147.61,3,0,b,0,sales,low,0.465
625,0.98,5,262.81,6,0,b,0,sales,low,0.789
10503,0.9,4,174.65,3,0,c,0,support,medium,0.595
8565,0.71,2,273.51,3,0,c,0,sales,low,0.962
9828,0.83,6,275.67,6,0,c,0,technical,low,0.147
3778,0.78,3,175.75,3,0,e,0,technical,medium,0.798
3368,0.82,5,272.94,4,0,c,0,sales,low,0.829
180,0.48,2,144.77,3,0,d,0,sales,medium,0.404
5002,0.84,4,244.63,3,0,a,0,technical,medium,0.597
11490,0.86,4,157.32,7,0,c,0,marketing,low,0.646
14665,0.97,7,255.3,4,1,d,0,RandD,medium,0.085
160,0.95,7,304,4,0,d,0,marketing,low,0.104
6552,0.55,5,183.27,3,0,c,0,product_mng,medium,0.875
14522,0.96,7,301.6,4,0,b,0,management,medium,0.102
1923,1,2,155.49,5,0,d,0,sales,low,0.589
5780,0.92,3,185.86,2,0,c,0,support,medium,0.491
2678,0.61,5,95.1,4,0,e,0,marketing,medium,0.792
10345,0.82,6,279.73,3,0,c,0,technical,low,0.915
3355,0.39,3,262.3,3,0,e,0,RandD,medium,0.703
11075,0.89,4,239.06,2,0,c,0,product_mng,medium,0.823
4830,0.64,2,180.27,4,0,e,0,sales,low,0.534
13086,0.91,3,190.76,4,0,a,0,technical,low,0.662
12531,0.54,2,130.32,3,1,b,0,hr,medium,0.361
8216,0.86,5,179.79,5,0,a,0,support,low,0.394
12834,0.54,4,236.56,4,0,c,0,sales,medium,0.95
11159,0.62,5,274.49,3,0,a,0,management,medium,0.595
5003,0.93,4,185.66,3,0,a,0,technical,medium,0.492
4764,0.76,3,135.41,3,0,c,0,hr,low,0.888
801,0.54,2,154.68,3,0,b,0,technical,medium,0.435
10174,0.58,3,113.13,2,0,c,0,sales,high,0.99
12381,0.46,2,145.11,3,0,b,0,hr,medium,0.386
9664,0.68,4,204.08,4,1,c,0,support,low,0.9
